wavelength,trans
90.8,0.80049648
90.9,0.80049648
91,0.80049648
91.1,0.80049648
91.2,0.80049648
91.3,0.80049648
91.4,0.80049648
91.5,0.80049648
91.6,0.80049648
91.7,0.80049648
91.8,0.80049648
91.9,0.80049648
92,0.80049648
92.1,0.80049648
92.2,0.80049648
92.3,0.80049648
92.4,0.80049648
92.5,0.80049648
92.6,0.80049648
92.7,0.80049648
92.8,0.80049648
92.9,0.80049648
93,0.80049648
93.1,0.80049648
93.2,0.80049648
93.3,0.80049648
93.4,0.80049648
93.5,0.80049648
93.6,0.80049648
93.7,0.80049648
93.8,0.80049648
93.9,0.80049648
94,0.80049648
94.1,0.80049648
94.2,0.80049648
94.3,0.80049648
94.4,0.80049648
94.5,0.80049648
94.6,0.80049648
94.7,0.80049648
94.8,0.80049648
94.9,0.80049648
95,0.80049648
95.1,0.80049648
95.2,0.80049648
95.3,0.80049648
95.4,0.80049648
95.5,0.80049648
95.6,0.80049648
95.7,0.80049648
95.8,0.80049648
95.9,0.80049648
96,0.80049648
96.1,0.80049648
96.2,0.80049648
96.3,0.80049648
96.4,0.80049648
96.5,0.80049648
96.6,0.80049648
96.7,0.80049648
96.8,0.80049648
96.9,0.80049648
97,0.80049648
97.1,0.80049648
97.2,0.80049648
97.3,0.80049648
97.4,0.80049648
97.5,0.80049648
97.6,0.80049648
97.7,0.80049648
97.8,0.80049648
97.9,0.80049648
98,0.80049648
98.1,0.80049648
98.2,0.80049648
98.3,0.80049648
98.4,0.80049648
98.5,0.80049648
98.6,0.80049648
98.7,0.80049648
98.8,0.80049648
98.9,0.80049648
99,0.80049648
99.1,0.80049648
99.2,0.80049648
99.3,0.80049648
99.4,0.80049648
99.5,0.80049648
99.6,0.80049648
99.7,0.80049648
99.8,0.80049648
99.9,0.80049648
100,0.80049648
100.1,0.80049648
100.2,0.80049648
100.3,0.80049648
100.4,0.80049648
100.5,0.80049648
100.6,0.80049648
100.7,0.80049648
100.8,0.80049648
100.9,0.80049648
101,0.80049648
101.1,0.80049648
101.2,0.80049648
101.3,0.80049648
101.4,0.80049648
101.5,0.80049648
101.6,0.80049648
101.7,0.80049648
101.8,0.80049648
101.9,0.80049648
102,0.80049648
102.1,0.80049648
102.2,0.80049648
102.3,0.80049648
102.4,0.80049648
102.5,0.80049648
102.6,0.80049648
102.7,0.80049648
102.8,0.80049648
102.9,0.80049648
103,0.80049648
103.1,0.80049648
103.2,0.80049648
103.3,0.80049648
103.4,0.80049648
103.5,0.80049648
103.6,0.80049648
103.7,0.80049648
103.8,0.80049648
103.9,0.80049648
104,0.80049648
104.1,0.80049648
104.2,0.80049648
104.3,0.80049648
104.4,0.80049648
104.5,0.80049648
104.6,0.80049648
104.7,0.80049648
104.8,0.80049648
104.9,0.80049648
105,0.80049648
105.1,0.80049648
105.2,0.80049648
105.3,0.80049648
105.4,0.80049648
105.5,0.80049648
105.6,0.80049648
105.7,0.80049648
105.8,0.80049648
105.9,0.80049648
106,0.80049648
106.1,0.80049648
106.2,0.80049648
106.3,0.80049648
106.4,0.80049648
106.5,0.80049648
106.6,0.80049648
106.7,0.80049648
106.8,0.80049648
106.9,0.80049648
107,0.80049648
107.1,0.80049648
107.2,0.80049648
107.3,0.80049648
107.4,0.80049648
107.5,0.80049648
107.6,0.80049648
107.7,0.80049648
107.8,0.80049648
107.9,0.80049648
108,0.80049648
108.1,0.80049648
108.2,0.80049648
108.3,0.80049648
108.4,0.80049648
108.5,0.80049648
108.6,0.80049648
108.7,0.80049648
108.8,0.80049648
108.9,0.80049648
109,0.80049648
109.1,0.80049648
109.2,0.80049648
109.3,0.80049648
109.4,0.80049648
109.5,0.80049648
109.6,0.80049648
109.7,0.80049648
109.8,0.80049648
109.9,0.80049648
110,0.80049648
110.1,0.80049648
110.2,0.80049648
110.3,0.80049648
110.4,0.80049648
110.5,0.80049648
110.6,0.80049648
110.7,0.80049648
110.8,0.80049648
110.9,0.80049648
111,0.80049648
111.1,0.80049648
111.2,0.80049648
111.3,0.80049648
111.4,0.80049648
111.5,0.80049648
111.6,0.80049648
111.7,0.80049648
111.8,0.80049648
111.9,0.80049648
112,0.80049648
112.1,0.80049648
112.2,0.80049648
112.3,0.80049648
112.4,0.80049648
112.5,0.80049648
112.6,0.80049648
112.7,0.80049648
112.8,0.80049648
112.9,0.80049648
113,0.80049648
113.1,0.80049648
113.2,0.80049648
113.3,0.80049648
113.4,0.80049648
113.5,0.80049648
113.6,0.80049648
113.7,0.80049648
113.8,0.80049648
113.9,0.80049648
114,0.80049648
114.1,0.80049648
114.2,0.80049648
114.3,0.80049648
114.4,0.80049648
114.5,0.80049648
114.6,0.80049648
114.7,0.80049648
114.8,0.80049648
114.9,0.80049648
115,0.80049648
115.1,0.80049648
115.2,0.80049648
115.3,0.80049648
115.4,0.80049648
115.5,0.80049648
115.6,0.80049648
115.7,0.80049648
115.8,0.80049648
115.9,0.80049648
116,0.80049648
116.1,0.80049648
116.2,0.80049648
116.3,0.80049648
116.4,0.80049648
116.5,0.80049648
116.6,0.80049648
116.7,0.80049648
116.8,0.80049648
116.9,0.80049648
117,0.80049648
117.1,0.80049648
117.2,0.80049648
117.3,0.80049648
117.4,0.80049648
117.5,0.80049648
117.6,0.80049648
117.7,0.80049648
117.8,0.80049648
117.9,0.80049648
118,0.80049648
118.1,0.80049648
118.2,0.80049648
118.3,0.80049648
118.4,0.80049648
118.5,0.80049648
118.6,0.80049648
118.7,0.80049648
118.8,0.80049648
118.9,0.80049648
119,0.80049648
119.1,0.80049648
119.2,0.80049648
119.3,0.80049648
119.4,0.80049648
119.5,0.80049648
119.6,0.80049648
119.7,0.80049648
119.8,0.80049648
119.9,0.80049648
120,0.80049648
120.1,0.80049648
120.2,0.80049648
120.3,0.80049648
120.4,0.80049648
120.5,0.80049648
120.6,0.80049648
120.7,0.80049648
120.8,0.80049648
120.9,0.80049648
121,0.80049648
121.1,0.80049648
121.2,0.80049648
121.3,0.80049648
121.4,0.80049648
121.5,0.80049648
121.6,0.80049648
121.7,0.80049648
121.8,0.80049648
121.9,0.80049648
122,0.80049648
122.1,0.80049648
122.2,0.80049648
122.3,0.80049648
122.4,0.80049648
122.5,0.80049648
122.6,0.80049648
122.7,0.80049648
122.8,0.80049648
122.9,0.80049648
123,0.80049648
123.1,0.80049648
123.2,0.80049648
123.3,0.80049648
123.4,0.80049648
123.5,0.80049648
123.6,0.80049648
123.7,0.80049648
123.8,0.80049648
123.9,0.80049648
124,0.80049648
124.1,0.80049648
124.2,0.80049648
124.3,0.80049648
124.4,0.80049648
124.5,0.80049648
124.6,0.80049648
124.7,0.80049648
124.8,0.80049648
124.9,0.80049648
125,0.80049648
125.1,0.80049648
125.2,0.80049648
125.3,0.80049648
125.4,0.80049648
125.5,0.80049648
125.6,0.80049648
125.7,0.80049648
125.8,0.80049648
125.9,0.80049648
126,0.80049648
126.1,0.80049648
126.2,0.80049648
126.3,0.80049648
126.4,0.80049648
126.5,0.80049648
126.6,0.80049648
126.7,0.80049648
126.8,0.80049648
126.9,0.80049648
127,0.80049648
127.1,0.80049648
127.2,0.80049648
127.3,0.80049648
127.4,0.80049648
127.5,0.80049648
127.6,0.80049648
127.7,0.80049648
127.8,0.80049648
127.9,0.80049648
128,0.80049648
128.1,0.80049648
128.2,0.80049648
128.3,0.80049648
128.4,0.80049648
128.5,0.80049648
128.6,0.80049648
128.7,0.80049648
128.8,0.80049648
128.9,0.80049648
129,0.80049648
129.1,0.80049648
129.2,0.80049648
129.3,0.80049648
129.4,0.80049648
129.5,0.80049648
129.6,0.80049648
129.7,0.80049648
129.8,0.80049648
129.9,0.80049648
130,0.80049648
130.1,0.80049648
130.2,0.80049648
130.3,0.80049648
130.4,0.80049648
130.5,0.80049648
130.6,0.80049648
130.7,0.80049648
130.8,0.80049648
130.9,0.80049648
131,0.80049648
